id,primary_property_type
129344,
102585,College/University
101410,
171995,Strip Mall
251728,K-12 School
260088,Senior Care Community
111976,Multifamily Housing
251951,Laboratory
250020,Other - Recreation
250078,Multifamily Housing
255027,
243745,Multifamily Housing
172759,Multifamily Housing
101682,Office
160436,Multifamily Housing
162296,
160330,Multifamily Housing
159745,Multifamily Housing
175837,Multifamily Housing
105864,Other - Entertainment/Public Assembly
173831,Fitness Center/Health Club/Gym
159525,Multifamily Housing
105472,
160278,Multifamily Housing
158842,Mixed Use Property
101816,Enclosed Mall
101748,Office
118850,Multifamily Housing
101724,Office
124308,Wholesale Club/Supercenter
173702,Hotel
254357,Multifamily Housing
251947,Laboratory
251767,Multifamily Housing
251281,Multifamily Housing
255012,Multifamily Housing
175760,Multifamily Housing
156999,K-12 School
137570,Retail Store
251870,K-12 School
117535,
260150,Laboratory
159423,Multifamily Housing
172151,Office
252311,Multifamily Housing
251749,K-12 School
251537,K-12 School
103685,Office
251867,K-12 School
124236,Enclosed Mall
159111,Other - Specialty Hospital
250122,Hospital (General Medical & Surgical)
101830,Office
175523,Office
102766,Multifamily Housing
254151,Multifamily Housing
250107,Multifamily Housing
251662,K-12 School
251294,Office
159897,Multifamily Housing
159099,Hotel
157614,Multifamily Housing
161872,
106112,Multifamily Housing
251919,Office
172640,Senior Care Community
175292,Retail Store
251695,K-12 School
114638,Multifamily Housing
103682,Multifamily Housing
164965,
111987,Multifamily Housing
251763,Multifamily Housing
159567,Multifamily Housing
120015,Other - Recreation
160262,Multifamily Housing
240752,Multifamily Housing
254359,Other - Recreation
127068,Strip Mall
158405,Office
100867,Hospital (General Medical & Surgical)
238266,Multifamily Housing
105078,Multifamily Housing
171956,
100984,
101975,College/University
102455,College/University
105070,Multifamily Housing
244449,Multifamily Housing
158874,K-12 School
251762,K-12 School
101043,
251742,K-12 School
103639,Office
251639,K-12 School
103970,Multifamily Housing
103871,Multifamily Housing
159567,Multifamily Housing
114866,Multifamily Housing
107850,Office
250015,Other - Recreation
251532,K-12 School
251608,K-12 School
254373,Multifamily Housing
121093,Wholesale Club/Supercenter
119387,Office
253995,Multifamily Housing
120015,Other - Recreation
100372,Hospital (General Medical & Surgical)
173715,Multifamily Housing
117179,Multifamily Housing
252073,Office
173725,Multifamily Housing
251585,K-12 School
252107,Performing Arts
120631,Senior Care Community
239994,Multifamily Housing
101748,Office
173488,Office
251927,Multifamily Housing
251218,Multifamily Housing
260074,Senior Care Community
251478,K-12 School
101545,Multifamily Housing
252079,K-12 School
119504,Multifamily Housing
101681,Hospital (General Medical & Surgical)
101887,Office
159002,Bank Branch
251539,K-12 School
244535,Multifamily Housing
250072,Multifamily Housing
251617,K-12 School
224416,Multifamily Housing
251236,Multifamily Housing
103278,Multifamily Housing
159513,Multifamily Housing
251927,Multifamily Housing
238365,Multifamily Housing
113677,Multifamily Housing
235739,Multifamily Housing
105921,Multifamily Housing
251505,K-12 School
252024,K-12 School
256440,College/University
251465,K-12 School
106103,Multifamily Housing
106122,Multifamily Housing
102337,Multifamily Housing
243246,Multifamily Housing
118351,Office
251512,K-12 School
110848,Laboratory
130758,Multifamily Housing
158391,Hotel
172495,Retail Store
251300,Multifamily Housing
118850,Multifamily Housing
252035,Multifamily Housing
255984,
175567,
160257,Multifamily Housing
109613,Prison/Incarceration
115316,Multifamily Housing
251797,Other - Specialty Hospital
242605,Multifamily Housing
104226,Multifamily Housing
254009,Multifamily Housing
175357,Retail Store
141031,Multifamily Housing
160368,Multifamily Housing
100211,Multifamily Housing
106025,Hotel
101738,Office
251679,K-12 School
160438,Office
173870,Multifamily Housing
173914,
252125,Hotel
103601,Office
175291,Multifamily Housing
242537,Multifamily Housing
101032,Multifamily Housing
106109,Multifamily Housing
103745,Mixed Use Property
105608,Multifamily Housing
159510,Multifamily Housing
251563,K-12 School
173622,Fitness Center/Health Club/Gym
159571,Multifamily Housing
158868,Laboratory
173760,Multifamily Housing
255149,Strip Mall
251279,Office
250139,Courthouse
251766,Multifamily Housing
174279,Multifamily Housing
254022,Multifamily Housing
103602,Office
158224,Multifamily Housing
159936,Multifamily Housing
105034,Multifamily Housing
251562,K-12 School
114798,Multifamily Housing
250148,Office
120267,Supermarket/Grocery Store
158307,Multifamily Housing
243636,Multifamily Housing
251285,Multifamily Housing
172640,Senior Care Community
115022,Multifamily Housing
255946,
128170,Multifamily Housing
101409,Senior Care Community
102363,K-12 School
135660,Multifamily Housing
130553,
251639,K-12 School
173658,Office
245071,Multifamily Housing
101757,Mixed Use Property
182200,Multifamily Housing
252299,Multifamily Housing
252058,Performing Arts
254001,Multifamily Housing
159728,Multifamily Housing
239488,Multifamily Housing
103632,Hospital (General Medical & Surgical)
260078,Multifamily Housing
252094,Multifamily Housing
168538,Multifamily Housing
156373,Office
251609,K-12 School
107850,Office
253904,Multifamily Housing
254004,Multifamily Housing
103699,Office
254093,Multifamily Housing
242633,Multifamily Housing
175728,Multifamily Housing
146958,Multifamily Housing
255970,
251337,College/University
251270,Multifamily Housing
175329,Multifamily Housing
251732,K-12 School
160373,Multifamily Housing
250088,Multifamily Housing
172670,Strip Mall
102556,Multifamily Housing
146136,Multifamily Housing
251793,Other
158774,Senior Care Community
116413,Multifamily Housing
105150,Multifamily Housing
158227,Multifamily Housing
175876,Multifamily Housing
109191,Worship Facility
102365,K-12 School
102590,
159529,Retail Store
103615,Hospital (General Medical & Surgical)
159421,Multifamily Housing
250019,Other - Recreation
251948,Laboratory
256429,Residence Hall/Dormitory
251230,Multifamily Housing
254037,Multifamily Housing
101968,Office
175777,Multifamily Housing
251741,K-12 School
105483,
172064,Multifamily Housing
243937,Multifamily Housing
101919,Office
251951,Laboratory
251898,K-12 School
129459,Laboratory
253968,Multifamily Housing
134126,Automobile Dealership
251872,K-12 School
251436,
142943,Multifamily Housing
254377,Multifamily Housing
243920,Multifamily Housing
158414,Office
240019,Multifamily Housing
114638,Multifamily Housing
254034,Multifamily Housing
254345,Senior Care Community
173733,Multifamily Housing
101876,Office
237373,Multifamily Housing
251248,Multifamily Housing
105609,
250041,
251384,K-12 School
241915,Multifamily Housing
101537,Multifamily Housing
125048,Office
161181,College/University
251343,Multifamily Housing
251761,K-12 School
256441,
129963,
173819,
251299,Multifamily Housing
251734,K-12 School
238910,Multifamily Housing
234838,Multifamily Housing
254023,Multifamily Housing
101492,College/University
119349,Supermarket/Grocery Store
254076,Multifamily Housing
115956,Senior Care Community
158219,Hotel
156500,Office
119450,Retail Store
175981,Office
120876,Office
176009,
103640,Office
132821,
251474,K-12 School
255949,
173857,Multifamily Housing
157986,Hotel
104300,Multifamily Housing
171991,Other
105441,Multifamily Housing
254981,Multifamily Housing
146019,Multifamily Housing
134792,Office
175679,Office
112141,Multifamily Housing
114515,Multifamily Housing
251272,Wholesale Club/Supercenter
131155,Office
232458,Multifamily Housing
235137,Multifamily Housing
134516,Multifamily Housing
156999,K-12 School
160246,Multifamily Housing
140928,
175850,Supermarket/Grocery Store
230281,Multifamily Housing
159651,Multifamily Housing
223537,
251660,
171924,Supermarket/Grocery Store
116644,
251220,College/University
254037,Multifamily Housing
160368,Multifamily Housing
160211,Office
250056,K-12 School
113335,Multifamily Housing
260127,College/University
158219,Hotel
255191,Laboratory
158651,Multifamily Housing
158184,Office
251641,K-12 School
157832,Hospital (General Medical & Surgical)
241550,Multifamily Housing
103711,Office
105673,Hotel
251558,K-12 School
102284,Multifamily Housing
251546,K-12 School
251335,College/University
100598,K-12 School
251626,K-12 School
101874,Office
150282,Multifamily Housing
251741,K-12 School
244017,Multifamily Housing
101766,Office
255008,Enclosed Mall
175415,Multifamily Housing
173642,Office
175223,Multifamily Housing
251944,College/University
134136,College/University
175181,Multifamily Housing
251516,K-12 School
244791,Multifamily Housing
128292,Mixed Use Property
106052,Multifamily Housing
174002,
251516,K-12 School
160070,Multifamily Housing
175357,Retail Store
173773,Multifamily Housing
254047,Multifamily Housing
172607,Multifamily Housing
251297,Medical Office
167562,K-12 School
105864,Other - Entertainment/Public Assembly
166543,Retail Store
240842,Multifamily Housing
175292,Retail Store
251477,K-12 School
251583,K-12 School
173883,Multifamily Housing
250109,Multifamily Housing
167641,
172115,Multifamily Housing
104239,Multifamily Housing
134776,Hotel
251568,K-12 School
239946,Multifamily Housing
136887,Retail Store
251603,K-12 School
103628,Office
251625,K-12 School
250062,Adult Education
101363,Multifamily Housing
241767,Multifamily Housing
120830,Senior Care Community
250073,Multifamily Housing
172788,Multifamily Housing
251661,K-12 School
251908,
254347,College/University
254344,Senior Care Community
176020,Office
113598,Multifamily Housing
125148,Supermarket/Grocery Store
158841,K-12 School
251733,K-12 School
172797,Multifamily Housing
159416,Multifamily Housing
159287,Multifamily Housing
101918,
157458,Multifamily Housing
103647,Office
117509,Strip Mall
251489,K-12 School
173930,Residence Hall/Dormitory
103620,Automobile Dealership
160454,Multifamily Housing
175754,Multifamily Housing
100433,Hospital (General Medical & Surgical)
172401,Other - Entertainment/Public Assembly
165269,Multifamily Housing
158095,Office
105619,Multifamily Housing
255023,Multifamily Housing
251448,K-12 School
253982,Multifamily Housing
105768,Multifamily Housing
251874,K-12 School
137212,Multifamily Housing
102487,Multifamily Housing
253987,Multifamily Housing
166134,Other
174200,Multifamily Housing
254107,
251725,K-12 School
251347,K-12 School
103608,Office
252068,Hotel
254010,Multifamily Housing
253992,Multifamily Housing
251362,K-12 School
166547,K-12 School
251599,K-12 School
250118,Hospital (General Medical & Surgical)
156891,Mixed Use Property
252269,Multifamily Housing
254015,Residential Care Facility
254514,Multifamily Housing
253982,Multifamily Housing
106618,Multifamily Housing
103716,Hotel
102644,Multifamily Housing
138872,Other - Recreation
250120,Hospital (General Medical & Surgical)
252247,Multifamily Housing
254045,Multifamily Housing
255026,Multifamily Housing
175760,Multifamily Housing
251301,Multifamily Housing
250018,Other - Recreation
238355,Multifamily Housing
160345,Multifamily Housing
158133,Office
103596,Office
242633,Multifamily Housing
251950,Laboratory
103698,Office
172106,Multifamily Housing
250176,Office
103681,Residence Hall/Dormitory
100393,Enclosed Mall
250062,Adult Education
242238,Multifamily Housing
244282,Multifamily Housing
172130,Multifamily Housing
160067,Hotel
125235,Supermarket/Grocery Store
173935,Multifamily Housing
103692,Office
251328,College/University
111695,Multifamily Housing
242629,Multifamily Housing
114817,Multifamily Housing
115784,Multifamily Housing
236816,Multifamily Housing
159800,Multifamily Housing
251571,K-12 School
137352,Office
159425,Multifamily Housing
250146,Office
114200,Multifamily Housing
171956,
103733,Office
251655,K-12 School
239704,Multifamily Housing
156373,Office
251299,Multifamily Housing
236366,Multifamily Housing
100729,Office
101199,
216479,Multifamily Housing
251700,K-12 School
100431,Automobile Dealership
159738,Multifamily Housing
101988,Office
188280,Multifamily Housing
254997,
172783,Multifamily Housing
251641,K-12 School
251445,K-12 School
168174,K-12 School
251917,Retail Store
240068,Multifamily Housing
159573,Multifamily Housing
158133,Office
160296,Multifamily Housing
158236,Hotel
101972,Office
240019,Multifamily Housing
156576,Office
103664,Financial Office
235845,Multifamily Housing
111708,Multifamily Housing
101737,Office
254095,Multifamily Housing
146965,
251960,K-12 School
251340,Hotel
173592,Multifamily Housing
101717,Office
164517,Office
106025,Hotel
250175,Multifamily Housing
101850,Office
234740,Multifamily Housing
251435,K-12 School
251557,K-12 School
252056,Office
112078,Multifamily Housing
251640,K-12 School
137657,Multifamily Housing
251996,Multifamily Housing
251769,Office
242359,Multifamily Housing
174002,Medical Office
251227,Office
174294,Office
101686,Strip Mall
119564,
172608,Retail Store
255947,
159983,Multifamily Housing
115341,Multifamily Housing
208356,K-12 School
118737,Retail Store
146828,Multifamily Housing
126411,Retail Store
254039,Multifamily Housing
172131,Office
101975,College/University
252030,
252047,College/University
251513,K-12 School
175085,
251543,K-12 School
254099,K-12 School
236031,Multifamily Housing
103687,Office
251444,
251959,College/University
172124,Office
173655,Hotel
173646,Multifamily Housing
244791,Multifamily Housing
102380,Multifamily Housing
102926,Multifamily Housing
250077,Multifamily Housing
160445,Multifamily Housing
242661,Multifamily Housing
138605,Strip Mall
160395,Multifamily Housing
172679,Retail Store
251424,K-12 School
160321,Multifamily Housing
252104,Office
237798,Multifamily Housing
175477,Multifamily Housing
109613,Prison/Incarceration
134965,
251595,K-12 School
251697,
160229,Office
134792,Office
240953,Multifamily Housing
251244,Multifamily Housing
251468,
101934,Office
166543,Retail Store
103640,Office
172719,Multifamily Housing
251493,
113466,Multifamily Housing
109573,Multifamily Housing
252289,Multifamily Housing
254055,Multifamily Housing
135179,
251319,Supermarket/Grocery Store
252105,Multifamily Housing
250111,Multifamily Housing
102239,Multifamily Housing
102368,Mixed Use Property
250098,Multifamily Housing
242563,Multifamily Housing
251701,K-12 School
119758,Supermarket/Grocery Store
102946,Multifamily Housing
103933,Multifamily Housing
251294,Office
255922,
103739,Office
101954,Office
251693,K-12 School
117702,K-12 School
251925,College/University
251254,Multifamily Housing
252121,Hotel
254999,Multifamily Housing
103630,Hospital (General Medical & Surgical)
127047,Retail Store
116418,Multifamily Housing
252315,Multifamily Housing
251903,
251685,K-12 School
103614,Hospital (General Medical & Surgical)
251600,K-12 School
161901,K-12 School
174260,Office
251751,K-12 School
175264,Office
252072,Office
175172,Multifamily Housing
175474,Office
251504,K-12 School
125543,
254158,College/University
103614,Hospital (General Medical & Surgical)
252250,Multifamily Housing
101738,Office
254115,Multifamily Housing
251621,K-12 School
251721,K-12 School
251750,K-12 School
101815,Multifamily Housing
251434,K-12 School
251300,Multifamily Housing
173760,Multifamily Housing
132278,Mixed Use Property
102610,Multifamily Housing
113668,Multifamily Housing
103692,Office
240068,Multifamily Housing
159513,Multifamily Housing
156406,Office
229016,Multifamily Housing
101363,Multifamily Housing
102914,Multifamily Housing
251234,Multifamily Housing
100252,Multifamily Housing
252061,College/University
254062,Multifamily Housing
173927,Residence Hall/Dormitory
245071,Multifamily Housing
251759,K-12 School
254067,Multifamily Housing
174135,Multifamily Housing
256250,Multifamily Housing
253992,Multifamily Housing
105768,Multifamily Housing
172124,Office
250112,Multifamily Housing
173639,Office
251593,K-12 School
101784,College/University
254977,Supermarket/Grocery Store
250048,K-12 School
159810,Multifamily Housing
160243,Multifamily Housing
135181,Office
233920,Multifamily Housing
251382,K-12 School
156557,Office
252088,Multifamily Housing
117309,Senior Care Community
160379,Multifamily Housing
260127,College/University
252217,
175751,Office
251421,K-12 School
160422,Hotel
252216,Multifamily Housing
172055,K-12 School
158405,Office
103761,Office
173250,Senior Care Community
251788,K-12 School
171972,Enclosed Mall
125013,Strip Mall
251624,K-12 School
158287,Hotel
251496,
252070,Multifamily Housing
121761,Retail Store
116428,Multifamily Housing
251499,K-12 School
101876,Office
134126,Automobile Dealership
244758,Multifamily Housing
252299,Multifamily Housing
103739,Office
175535,Multifamily Housing
101815,
144572,Multifamily Housing
252289,Multifamily Housing
172423,"Repair Services (Vehicle, Shoe, Locksmith, etc.)"
163944,Worship Facility
175474,Office
260150,Laboratory
252048,Office
101718,Office
251788,K-12 School
175242,Multifamily Housing
254093,Multifamily Housing
160355,Multifamily Housing
101790,Office
100346,Multifamily Housing
101762,Courthouse
158361,Hotel
171887,Multifamily Housing
251622,K-12 School
251561,K-12 School
100019,Office
251272,Wholesale Club/Supercenter
125048,Office
159652,Multifamily Housing
238850,Multifamily Housing
140991,Multifamily Housing
113573,Multifamily Housing
101856,Office
250017,Other - Recreation
119269,
112515,Multifamily Housing
251708,K-12 School
104226,Multifamily Housing
119071,Retail Store
160243,Multifamily Housing
251327,College/University
244017,Multifamily Housing
127047,Retail Store
251965,Fitness Center/Health Club/Gym
251692,K-12 School
159661,Multifamily Housing
250053,K-12 School
117188,Multifamily Housing
231775,Multifamily Housing
101710,Multifamily Housing
112016,
102160,Multifamily Housing
172787,Multifamily Housing
139602,Multifamily Housing
137157,Wholesale Club/Supercenter
254022,Multifamily Housing
251500,K-12 School
251625,K-12 School
101907,Office
160381,
105790,Multifamily Housing
114008,Multifamily Housing
102380,Multifamily Housing
251643,K-12 School
129621,Senior Care Community
243636,Multifamily Housing
251446,K-12 School
158526,Hotel
159247,Multifamily Housing
242162,Multifamily Housing
157280,Multifamily Housing
101420,K-12 School
250102,Multifamily Housing
120518,Residential Care Facility
251453,
235970,Multifamily Housing
132551,Other - Services
252029,Mixed Use Property
251958,Medical Office
252312,Senior Care Community
103598,Office
252121,Hotel
119071,Retail Store
242633,Multifamily Housing
116428,Multifamily Housing
175572,Office
106158,Multifamily Housing
159999,Multifamily Housing
252037,Fitness Center/Health Club/Gym
254246,Multifamily Housing
254514,Multifamily Housing
250008,College/University
230101,Multifamily Housing
101978,
243578,Multifamily Housing
175415,Multifamily Housing
254344,Senior Care Community
252033,K-12 School
251898,K-12 School
251592,K-12 School
100851,Office
101356,K-12 School
255933,
252021,K-12 School
159510,Multifamily Housing
160412,Residence Hall/Dormitory
158743,Multifamily Housing
160425,Multifamily Housing
250132,Retail Store
100317,Multifamily Housing
237422,Multifamily Housing
101560,Office
105483,Multifamily Housing
242048,Multifamily Housing
100433,Hospital (General Medical & Surgical)
251930,Multifamily Housing
128724,Multifamily Housing
254154,Multifamily Housing
100179,Hospital (General Medical & Surgical)
252107,Performing Arts
241377,Multifamily Housing
175818,Hotel
254262,Multifamily Housing
159655,Multifamily Housing
134126,Automobile Dealership
119039,Senior Care Community
132533,Mixed Use Property
254327,Multifamily Housing
100211,Multifamily Housing
242537,Multifamily Housing
101878,Office
254364,Hotel
103641,Office
130379,Office
159044,Multifamily Housing
101794,Office
173702,Hotel
113485,Multifamily Housing
260104,Multifamily Housing
250052,K-12 School
104549,Multifamily Housing
251893,K-12 School
244550,Multifamily Housing
159537,Hotel
254981,Multifamily Housing
251269,Multifamily Housing
165717,College/University
101969,Office
159924,Multifamily Housing
158215,Residence Hall/Dormitory
123202,Multifamily Housing
135812,Strip Mall
111633,Multifamily Housing
101593,Multifamily Housing
134421,Other - Mall
251674,K-12 School
104206,Multifamily Housing
116408,Senior Care Community
173888,Residence Hall/Dormitory
101760,Office
251391,K-12 School
165717,College/University
254164,Library
132533,Mixed Use Property
104834,Multifamily Housing
251894,
255147,Office
101716,Office
160029,Senior Care Community
173730,Multifamily Housing
157988,Hotel
112801,Multifamily Housing
159288,
172617,Multifamily Housing
251865,K-12 School
148481,Multifamily Housing
101830,Office
126126,Supermarket/Grocery Store
254568,Multifamily Housing
147855,Multifamily Housing
160322,Multifamily Housing
120503,Mixed Use Property
116408,Senior Care Community
251784,Office
252218,Office
100730,Office
159729,Multifamily Housing
101900,Office
244387,Multifamily Housing
175975,Office
234823,Multifamily Housing
173766,Multifamily Housing
174260,Office
260091,Multifamily Housing
100320,Multifamily Housing
175751,Office
101760,Office
132207,Movie Theater
164512,Office
173630,Hotel
251769,Office
103970,Multifamily Housing
252027,K-12 School
238973,Multifamily Housing
251955,Laboratory
102284,Multifamily Housing
162360,K-12 School
160157,Office
251765,Multifamily Housing
159315,Multifamily Housing
149143,Multifamily Housing
103641,Office
251326,College/University
114204,Multifamily Housing
130442,Office
254072,Multifamily Housing
173776,
173719,K-12 School
112395,Multifamily Housing
251709,K-12 School
103816,Office
165062,Museum
160373,Multifamily Housing
174498,Multifamily Housing
101830,Office
252328,Multifamily Housing
103602,Office
158526,Hotel
244747,Multifamily Housing
251954,Laboratory
173908,Multifamily Housing
159416,Multifamily Housing
175995,Office
251479,K-12 School
252085,Multifamily Housing
132207,Movie Theater
103789,K-12 School
101935,Office
103604,Office
116559,Multifamily Housing
251289,Multifamily Housing
175220,
251253,Multifamily Housing
250086,Multifamily Housing
251573,K-12 School
251319,Supermarket/Grocery Store
119987,Supermarket/Grocery Store
119689,Office
157283,
135740,
103664,Financial Office
251322,College/University
251322,College/University
250150,Office
102409,K-12 School
237422,Multifamily Housing
113752,Multifamily Housing
252040,College/University
106108,Multifamily Housing
114197,Multifamily Housing
251643,K-12 School
251590,K-12 School
129245,
162325,College/University
244747,Multifamily Housing
251682,K-12 School
159044,Multifamily Housing
106221,Multifamily Housing
251745,K-12 School
252247,Multifamily Housing
234885,Multifamily Housing
252073,Office
100448,Hotel
160419,Multifamily Housing
253963,Multifamily Housing
102380,Multifamily Housing
251602,K-12 School
130162,
128321,Multifamily Housing
251413,K-12 School
133858,"Repair Services (Vehicle, Shoe, Locksmith, etc.)"
222598,Multifamily Housing
120347,Office
250138,Hospital (General Medical & Surgical)
250018,Other - Recreation
159736,Multifamily Housing
106118,Multifamily Housing
107850,Office
147685,Multifamily Housing
251365,K-12 School
250146,Office
103634,College/University
237422,Multifamily Housing
101181,Distribution Center
254568,Multifamily Housing
132551,Other - Services
254386,College/University
159729,Multifamily Housing
163996,Pre-school/Daycare
140359,Multifamily Housing
219559,Multifamily Housing
174289,Office
254386,College/University
106025,Hotel
160299,Multifamily Housing
254571,Multifamily Housing
238367,Multifamily Housing
103264,Multifamily Housing
173884,K-12 School
172711,Senior Care Community
135103,Office
252054,College/University
147855,Multifamily Housing
160363,Multifamily Housing
206858,Multifamily Housing
102285,Hospital (General Medical & Surgical)
128088,Senior Care Community
101762,Courthouse
114125,Multifamily Housing
102460,Museum
173811,Multifamily Housing
173597,Office
103643,Office
168174,K-12 School
252067,Senior Care Community
102487,Multifamily Housing
162325,College/University
260093,Multifamily Housing
117367,
251211,Retail Store
175492,Multifamily Housing
101904,
103630,Hospital (General Medical & Surgical)
252301,Multifamily Housing
238480,Multifamily Housing
175740,Multifamily Housing
150282,Multifamily Housing
160348,Multifamily Housing
130379,Office
116336,Multifamily Housing
111553,Multifamily Housing
260077,Multifamily Housing
175978,Senior Care Community
254159,College/University
256249,
102766,Multifamily Housing
158867,Multifamily Housing
251613,K-12 School
101676,Office
254016,Residential Care Facility
160394,Multifamily Housing
106017,Multifamily Housing
252052,College/University
102731,Multifamily Housing
251387,
158780,Other
251796,Multifamily Housing
117390,Multifamily Housing
175987,Retail Store
103651,Office
100396,K-12 School
164517,Office
175981,
115316,Multifamily Housing
159510,Multifamily Housing
120218,Wholesale Club/Supercenter
164102,Worship Facility
160186,Hotel
156500,Office
251236,Multifamily Housing
250125,Hospital (General Medical & Surgical)
241892,Multifamily Housing
104511,Multifamily Housing
251512,K-12 School
251219,Multifamily Housing
101868,Office
227642,
101807,Office
241989,Multifamily Housing
251484,K-12 School
140901,Multifamily Housing
120624,Other
101972,Office
101707,Office
232458,Multifamily Housing
158099,Movie Theater
101851,Hotel
158121,Financial Office
252086,Office
115376,Multifamily Housing
251859,K-12 School
160196,Museum
175789,
253966,Senior Care Community
173618,Office
103600,Office
100851,Office
251878,K-12 School
175975,Office
157602,Multifamily Housing
160070,Multifamily Housing
148673,Multifamily Housing
133957,Multifamily Housing
160349,Multifamily Housing
260034,Multifamily Housing
117188,Multifamily Housing
240956,Multifamily Housing
250165,Mixed Use Property
251785,Mixed Use Property
251722,K-12 School
175884,
253905,Multifamily Housing
255006,
251257,Multifamily Housing
158433,Multifamily Housing
131375,Enclosed Mall
100395,College/University
254373,Multifamily Housing
251631,K-12 School
242554,Multifamily Housing
239994,Multifamily Housing
136212,College/University
103815,Office
173804,Multifamily Housing
251718,K-12 School
103816,Office
164980,Office
101733,Office
250124,Office
252058,Performing Arts
250043,
251722,K-12 School
254015,Residential Care Facility
131291,Office
103597,Office
101753,Office
172783,Multifamily Housing
172542,
103962,Multifamily Housing
251476,K-12 School
175346,Multifamily Housing
250111,Multifamily Housing
156731,Office
251900,K-12 School
103733,Office
251370,K-12 School
132823,Senior Care Community
175542,Multifamily Housing
250131,Retail Store
243745,Multifamily Housing
158405,Office
165722,Hotel
117174,Multifamily Housing
242935,Multifamily Housing
158402,Hotel
171991,K-12 School
251383,K-12 School
251480,K-12 School
175837,Multifamily Housing
105070,Multifamily Housing
160157,Office
173713,Multifamily Housing
251501,K-12 School
235739,Multifamily Housing
251479,K-12 School
175658,Multifamily Housing
251286,Office
101724,Office
175817,Other - Mall
244523,Multifamily Housing
232666,Multifamily Housing
160397,Multifamily Housing
251356,K-12 School
128978,Senior Care Community
159637,Multifamily Housing
251588,K-12 School
250048,K-12 School
159276,Office
159494,Multifamily Housing
251501,K-12 School
165425,Senior Care Community
250148,Office
252039,Laboratory
251416,K-12 School
158646,Multifamily Housing
156854,Multifamily Housing
114197,Multifamily Housing
175834,Office
156576,Office
251617,K-12 School
129920,Office
120137,Retail Store
250066,Office
103651,Office
160451,Multifamily Housing
251964,Office
236382,Multifamily Housing
238367,Multifamily Housing
251418,K-12 School
255020,Hotel
135113,Office
253982,Multifamily Housing
157346,Multifamily Housing
159740,Multifamily Housing
172797,Multifamily Housing
116662,Multifamily Housing
103698,Office
159528,Multifamily Housing
116786,Multifamily Housing
250122,Hospital (General Medical & Surgical)
252256,Multifamily Housing
101756,Office
103645,Office
119629,Wholesale Club/Supercenter
250020,
251390,K-12 School
111708,Multifamily Housing
251559,
103617,College/University
105551,Multifamily Housing
102136,
252279,Multifamily Housing
251676,K-12 School
252279,Multifamily Housing
100438,Multifamily Housing
164922,Hospital (General Medical & Surgical)
105596,Multifamily Housing
105454,Multifamily Housing
109613,Prison/Incarceration
173646,Multifamily Housing
102460,Museum
164512,Office
253995,
243108,Multifamily Housing
250046,K-12 School
234641,Multifamily Housing
103594,Office
101657,Multifamily Housing
254514,Multifamily Housing
240518,Multifamily Housing
254011,Multifamily Housing
254025,Multifamily Housing
160258,Multifamily Housing
173752,
173724,College/University
250113,Multifamily Housing
164965,Medical Office
251927,Multifamily Housing
251910,K-12 School
160381,Multifamily Housing
254361,Multifamily Housing
252043,Residence Hall/Dormitory
103761,Office
250032,Other - Recreation
243596,Multifamily Housing
251269,Multifamily Housing
251427,K-12 School
160412,Residence Hall/Dormitory
250128,Hospital (General Medical & Surgical)
159637,Multifamily Housing
251952,Laboratory
251249,Multifamily Housing
250032,Other - Recreation
160330,Multifamily Housing
156840,Multifamily Housing
251666,K-12 School
101770,Office
173766,Multifamily Housing
175735,Multifamily Housing
104208,Multifamily Housing
101919,
251483,K-12 School
254075,Multifamily Housing
243578,Multifamily Housing
160130,
250051,K-12 School
254347,College/University
252043,Residence Hall/Dormitory
159728,Multifamily Housing
175857,Multifamily Housing
252064,Library
255012,Multifamily Housing
159417,Multifamily Housing
101508,College/University
158099,Movie Theater
117005,Other - Lodging/Residential
250075,Multifamily Housing
134280,Multifamily Housing
173630,Hotel
159002,Bank Branch
116462,Senior Care Community
113652,Multifamily Housing
148481,Multifamily Housing
137352,Office
252052,College/University
173875,Multifamily Housing
251687,K-12 School
251420,K-12 School
251359,K-12 School
138872,Other - Recreation
250115,Office
175914,Hotel
260083,
172132,Hotel
175106,
148673,Multifamily Housing
103679,Office
241873,Multifamily Housing
101226,Multifamily Housing
101918,Office
251531,K-12 School
160323,Multifamily Housing
159571,Multifamily Housing
175888,Multifamily Housing
103661,Multifamily Housing
252219,Multifamily Housing
158121,Financial Office
251316,Supermarket/Grocery Store
251889,K-12 School
105600,Multifamily Housing
251290,Multifamily Housing
116144,Multifamily Housing
144572,Multifamily Housing
251735,K-12 School
173495,K-12 School
254571,
157346,Multifamily Housing
101492,College/University
251700,K-12 School
243108,Multifamily Housing
240299,Multifamily Housing
111724,Multifamily Housing
254075,Multifamily Housing
173949,Multifamily Housing
255015,Multifamily Housing
135812,Strip Mall
251384,K-12 School
174228,Supermarket/Grocery Store
251212,Office
172627,Senior Care Community
244826,Multifamily Housing
101794,Office
251285,Multifamily Housing
241168,Multifamily Housing
119685,Hotel
116144,Multifamily Housing
104879,
173774,Multifamily Housing
158142,Multifamily Housing
255092,Multifamily Housing
251537,K-12 School
243626,Multifamily Housing
103789,K-12 School
160082,Hotel
159000,
251309,Senior Care Community
104993,
234897,Multifamily Housing
175542,Multifamily Housing
251295,Senior Care Community
101744,Office
173767,Multifamily Housing
244387,Multifamily Housing
101807,Office
